"rgn_id","habitat","km2"
2,"mangrove",37.2260951323504
4,"mangrove",31.8047793684793
3,"mangrove",18.324422231402
1,"mangrove",48.8718642677683
2,"seagrass",744.761495804867
4,"seagrass",636.300288064001
3,"seagrass",366.60638356772
1,"seagrass",977.751832563413
