"cntry_key","sector","year","value"
"GHA","cf",2006,509.262171905605
"GHA","cf",2007,592.594853153935
"GHA","ph",2006,200.002056241375
"GHA","ph",2007,226.133667166076
"GHA","sb",2006,509.262171905605
"GHA","sb",2007,592.594853153935
"GHA","tour",2006,632.428834920595
"GHA","tour",2007,807.087803158666
"GHA","tran",2006,2107.71392213653
"GHA","tran",2007,2397.01734580885
