"rgn_id","component","value"
2,"livelihood",0.591759515004445
4,"livelihood",0.591759515004445
3,"livelihood",0.591759515004445
1,"livelihood",0.591759515004445
2,"economy",-0.788862764947516
4,"economy",-0.788862764947516
3,"economy",-0.788862764947516
1,"economy",-0.788862764947516
